,Название тура,Цена,Локация,Приб/отб,Рейтинг,Кол-во оценок,Сложность,Комфорт,Url,Тэги,Длительность,Место прожив.,Размер группы,Мин. возраст,Место встречи
35_7,Путешествие в Дагестан,49680,Кавказ,"['2024-05-26', '2024-06-01']",4.9,99,0.5,Средний,https://bolshayastrana.com/dagestan/puteshestvie-v-dagestan-237997,"['Комбинированные туры', 'Пешие туры', 'Экскурсионные туры']",7 дней,Гостиница,До 18 человек,6 лет,"Республика Дагестан, Махачкала"
35_8,Перезагрузка на Архызе. Треккинг тур,43000,Кавказ,"['2024-05-26', '2024-06-01']",4.9,16,0.5,Средний,https://bolshayastrana.com/arhyz/perezagruzka-na-arhyze-trekking-tur-228557,"['Комбинированные туры', 'Пешие туры', 'Экскурсионные туры']",7 дней,Гостиница,До 20 человек,8 лет,г. Минеральные Воды
35_9,Треккинг в южный Дагестан,52380,Дагестан,"['2024-05-26', '2024-06-01']",4.9,100,0.5,Простой,https://bolshayastrana.com/dagestan/trekking-v-yuzhnyj-dagestan-93446,"['Комбинированные туры', 'Экскурсионные туры', 'Пешие туры']",7 дней,Гостевой дом,До 18 человек,6 лет,"Республика Дагестан, Махачкала"
35_10,Треккинг в Северной Осетии. Дигория,49900,Кавказ,"['2024-05-26', '2024-06-01']",4.9,103,0.5,Простой,https://bolshayastrana.com/severnaya-osetiya/trekking-v-severnoj-osetii-digoriya-143489,"['Комбинированные туры', 'Экскурсионные туры', 'Пешие туры']",7 дней,Турбаза,До 18 человек,8 лет,"Россия, Ставропольский край, Минеральные Воды"
35_11,Легенды Карелии,50200,Карелия,"['2024-05-26', '2024-05-30']",4.9,63,0.25,"Средний
Выше среднего
Высокий",https://bolshayastrana.com/kareliya/legendy-karelii-16967,['Экскурсионные туры'],5 дней,Гостиница,До 50 человек,1 год,г. Петрозаводск
35_12,В Петербург с детьми! Тур на 7 дней,25580,Ленинградская область,"['2024-05-27', '2024-06-02']",4.9,16,0.25,"Средний
Выше среднего",https://bolshayastrana.com/leningradskaya-oblast/v-peterburg-s-detmi-tur-na-7-dnej-249280,['Экскурсионные туры'],7 дней,Гостиница,До 50 человек,4 года,Санкт-Петербург
35_13,В Петербург с детьми! Тур на 5 дней,21290,Ленинградская область,"['2024-05-27', '2024-05-31']",4.9,16,0.25,"Средний
Выше среднего",https://bolshayastrana.com/leningradskaya-oblast/v-peterburg-s-detmi-tur-na-5-dnej-246537,['Экскурсионные туры'],5 дней,Гостиница,До 50 человек,4 года,Санкт-Петербург
35_14,Активный отдых в Осетии,21900,Северная Осетия,"['2024-05-27', '2024-05-30']",4.8,754,0.5,"Средний
Выше среднего",https://bolshayastrana.com/severnaya-osetiya/aktivnyj-otdyh-v-osetii-231677,['Экскурсионные туры'],4 дня,Гостиница,До 18 человек,7 лет,"Республика Северная Осетия — Алания, Владикавказ"
35_15,Краски Севера. Карелия,36400,Карелия,"['2024-05-27', '2024-05-30']",4.9,69,0.25,Выше среднего,https://bolshayastrana.com/kareliya/kraski-severa-16966,['Экскурсионные туры'],4 дня,Гостиница,До 50 человек,1 год,г. Петрозаводск
35_16,Серебряное ожерелье России. Петербург и Псков,18960,Ленинградская область,"['2024-05-29', '2024-06-02']",4.9,16,0.25,"Средний
Выше среднего",https://bolshayastrana.com/leningradskaya-oblast/serebryanoe-ozherele-rossii-peterburg-pskov-246530,['Экскурсионные туры'],5 дней,Гостиница,До 50 человек,4 года,Санкт-Петербург
35_17,Серебряное ожерелье России. Петербург с посещением о. Валаам на метеоре,26770,Ленинградская область,"['2024-05-29', '2024-06-02']",4.9,16,0.25,"Средний
Выше среднего",https://bolshayastrana.com/leningradskaya-oblast/serebryanoe-ozherele-rossii-peterburg-o-valaam-na-meteore-246527,['Экскурсионные туры'],5 дней,Гостиница,До 50 человек,4 года,Санкт-Петербург
35_18,Серебряное ожерелье России. Петербург и Великий Новгород,18890,Ленинградская область,"['2024-05-29', '2024-06-02']",4.9,16,0.25,"Средний
Выше среднего",https://bolshayastrana.com/leningradskaya-oblast/serebryanoe-ozherele-rossii-peterburg-velikij-novgorod-246524,['Экскурсионные туры'],5 дней,Гостиница,До 50 человек,4 года,Санкт-Петербург
35_19,Жизнь кочевника. Эзотерический тур в Калмыкию,39000,Калмыкия,"['2024-05-30', '2024-06-02']",5,4,0.25,Простой,https://bolshayastrana.com/kalmykiya/zhizn-kochevnika-ehzotericheskij-tur-v-kalmykiyu-247606,['Экскурсионные туры'],4 дня,Турбаза,До 17 человек,10 лет,"Республика Калмыкия, Целинный район, село Троицкое"
35_20,Релакс-тур «Дыхание степи»,61700,Калмыкия,"['2024-05-30', '2024-06-02']",5,4,0.25,Выше среднего,https://bolshayastrana.com/kalmykiya/relaks-tur-dyhanie-stepi-230599,['Экскурсионные туры'],4 дня,Турбаза,До 16 человек,6 лет,"Республика Калмыкия, Элиста"
35_21,Перезагрузка в Карелии,42800,Карелия,"['2024-05-30', '2024-06-06']",4.9,64,0.25,Средний,https://bolshayastrana.com/kareliya/perezagruzka-v-karelii-23024,['Экскурсионные туры'],8 дней,Турбаза,До 50 человек,3 года,г. Петрозаводск
36_0,"Перезагрузка в Карелии, 4 дня",28900,Карелия,"['2024-05-30', '2024-06-02']",4.9,62,0.25,Средний,https://bolshayastrana.com/kareliya/perezagruzka-v-karelii-23002,['Экскурсионные туры'],4 дня,Гостевой дом,До 50 человек,3 года,г. Петрозаводск
36_1,Две Столицы: Москва и Петербург. Экскурсионный тур на 8 дней,36700,Ленинградская область,"['2024-05-31', '2024-06-07']",4.9,143,0.25,Выше среднего,https://bolshayastrana.com/sankt-peterburg/dve-stolicy-moskva-i-peterburg-ehkskursionnyj-tur-na-8-dnej-248007,['Экскурсионные туры'],8 дней,Гостиница,До 50 человек,5 лет,Москва
36_2,Краски Севера. Выходные в Карелии,32800,Карелия,"['2024-05-31', '2024-06-02']",4.9,63,0.25,Высокий,https://bolshayastrana.com/kareliya/kraski-severa-vyhodnye-v-karelii-247495,['Экскурсионные туры'],3 дня,Гостиница,До 50 человек,5 лет,г. Петрозаводск
36_3,Ладога под парусами,69500,Карелия,"['2024-05-31', '2024-06-02']",5,2,0.5,Высокий,https://bolshayastrana.com/kareliya/ladoga-pod-parusami-246950,['Яхтинг'],3 дня,Турбаза,До 12 человек,10 лет,"Республика Карелия, Сортавала"
36_6,С детьми в Санкт-Петербург! Тур на 5 дней,25170,Ленинградская область,"['2024-05-31', '2024-06-04']",4.9,16,0.25,"Средний
Выше среднего",https://bolshayastrana.com/leningradskaya-oblast/s-detmi-v-sankt-peterburg-tur-na-5-dnej-246630,['Экскурсионные туры'],5 дней,Гостиница,До 50 человек,4 года,Санкт-Петербург
36_7,Истории и тайны Выборга и Рускеалы,22000,Ленинградская область,"['2024-06-01', '2024-06-03']",4.9,143,0.25,Выше среднего,https://bolshayastrana.com/leningradskaya-oblast/istorii-i-tajny-vyborga-i-ruskealy-248022,['Экскурсионные туры'],3 дня,Гостиница,До 50 человек,6 лет,"Россия, Санкт-Петербург"
36_8,"Дворцы, театры и сады Петербурга",21090,Ленинградская область,"['2024-06-01', '2024-06-03']",4.9,16,0.25,Выше среднего,https://bolshayastrana.com/leningradskaya-oblast/dvorcy-teatry-i-sady-peterburga-246911,['Экскурсионные туры'],3 дня,Гостиница,До 16 человек,6 лет,Санкт-Петербург
36_9,Путешествие в Карелию с Урала,14300,Карелия,"['2024-06-01', '2024-06-04']",4.9,63,0.25,"Выше среднего
Высокий",https://bolshayastrana.com/kareliya/puteshestvie-v-kareliyu-s-urala-227207,['Экскурсионные туры'],4 дня,Гостиница,До 50 человек,5 лет,г. Петрозаводск
36_10,Отцы и дети. Семейный тур на Байкале,105000,Байкал,"['2024-06-01', '2024-06-05']",4.9,19,0.5,Средний,https://bolshayastrana.com/bajkal/otcy-i-deti-semejnyj-tur-na-bajkale-22152,"['Комбинированные туры', 'Экскурсионные туры', 'Пешие туры']",5 дней,Гостиница,До 6 человек,3 года,"Россия, Иркутск"
36_11,Карельский weekend,23300,Карелия,"['2024-06-01', '2024-06-02']",4.9,63,0.25,Высокий,https://bolshayastrana.com/kareliya/karelskij-weekend-17432,['Экскурсионные туры'],2 дня,Гостиница,До 50 человек,1 год,г. Петрозаводск
